,platform,genre,title,score,Unnamed: 0.1,nplatform,ngenre
15254,Xbox 360,sports,Tony Hawk's Project 8,81,,5,11
15255,Xbox 360,sports,NBA 2K8,81,,5,11
15259,PC,sports,eFootball PES 2020,81,,14,11
15260,Xbox 360,sports,NHL 14,81,,5,11
15261,PlayStation 3,sports,NBA 2K8,81,,1,11
15262,PlayStation 4,sports,Madden NFL 15,81,,15,11
15265,PC,sports,Football Manager 2016,81,,14,11
15267,Xbox One,sports,Super Mega Baseball 2,81,,12,11
15270,Xbox 360,sports,NCAA Football 08,81,,5,11
15272,Xbox 360,sports,Sensible World of Soccer,81,,5,11
15276,PlayStation 4,sports,FutureGrind,81,,15,11
15277,PlayStation 3,sports,College Hoops 2K7,81,,1,11
15278,PlayStation 3,sports,NBA Jam: On Fire Edition,81,,1,11
15280,Switch,sports,WindJammers,81,,19,11
15281,PlayStation 3,sports,SSX,81,,1,11
15283,Xbox 360,sports,Rockstar Games presents Table Tennis,81,,5,11
15285,PlayStation 3,sports,NBA Street Homecourt,81,,1,11
15288,PlayStation 3,sports,Sportsfriends,81,,1,11
15290,Xbox One,sports,Madden NFL 19,81,,12,11
15291,PlayStation 4,sports,BOXVR,81,,15,11
15293,PC,sports,Tiger Woods PGA Tour 06,81,,14,11
15294,PlayStation 3,sports,Tiger Woods PGA Tour 07,81,,1,11
15295,PC,sports,AaaaaAAaaaAAAaaAAAAaAAAAA!!!: A Reckless Disregard for Gravity,81,,14,11
15296,PlayStation 3,sports,MLB 14: The Show,81,,1,11
15297,PC,sports,Pro Evolution Soccer 2018,81,,14,11
15298,Wii,sports,EA Sports Active,81,,0,11
15300,Wii,sports,Madden NFL 07,81,,0,11
15301,Xbox One,sports,Laser League,81,,12,11
15303,PlayStation 3,sports,Pool Nation,81,,1,11
15304,PlayStation 3,sports,NCAA Football 09,81,,1,11
15305,Xbox 360,sports,Madden NFL 13,81,,5,11
15306,Xbox 360,sports,College Hoops 2K8,81,,5,11
15307,Wii,sports,Tiger Woods PGA Tour 09 All-Play,81,,0,11
15308,PlayStation 3,sports,Madden NFL 08,81,,1,11
15315,PlayStation 3,sports,FIFA Soccer 08,81,,1,11
15316,PlayStation 3,sports,WWE SmackDown vs. Raw 2010,81,,1,11
15317,Xbox 360,sports,NBA 2K6,81,,5,11
15319,PC,sports,FIFA 18,81,,14,11
15320,Xbox 360,sports,WWE SmackDown vs. Raw 2007,81,,5,11
15321,PlayStation 3,sports,Tiger Woods PGA Tour 10,81,,1,11
15323,PlayStation 3,sports,NBA Live 10,81,,1,11
15331,PC,sports,FIFA 16,81,,14,11
15332,PC,sports,FIFA 19,81,,14,11
15334,Xbox 360,sports,Madden NFL 25,80,,5,11
15335,PC,sports,Bowl Bound College Football,80,,14,11
15337,PC,sports,Football Manager 2017,80,,14,11
15339,Xbox 360,sports,Madden NFL 07,80,,5,11
15340,PlayStation 4,sports,NBA 2K18,80,,15,11
15342,Xbox 360,sports,WWE SmackDown vs. Raw 2010,80,,5,11
15344,PC,sports,Pro Evolution Soccer 2013,80,,14,11
15345,Xbox 360,sports,Tiger Woods PGA Tour 10,80,,5,11
15348,Wii,sports,Wii Sports Resort,80,,0,11
15349,PC,sports,Madden NFL 07,80,,14,11
15350,Xbox 360,sports,NBA Street Homecourt,80,,5,11
15352,PC,sports,NBA Live 2003,80,,14,11
15355,PlayStation 4,sports,Super Mega Baseball 3,80,,15,11
15356,Xbox 360,sports,Tiger Woods PGA Tour 07,80,,5,11
15357,PlayStation 3,sports,NCAA Football 10,80,,1,11
15358,PC,sports,NBA Live 2004,80,,14,11
15361,Xbox 360,sports,Skate 3,80,,5,11
15362,PlayStation 3,sports,Tiger Woods PGA Tour 12: The Masters,80,,1,11
15363,PlayStation 3,sports,NFL Blitz,80,,1,11
15365,PlayStation 4,sports,MLB 15: The Show,80,,15,11
15366,PlayStation 3,sports,NBA 2K7,80,,1,11
15367,PC,sports,2002 FIFA World Cup,80,,14,11
15368,Wii,sports,Wii Fit Plus,80,,0,11
15376,Wii U,sports,OlliOlli,80,,6,11
15378,Switch,sports,FutureGrind,80,,19,11
15379,PlayStation 3,sports,NHL 14,80,,1,11
15380,PlayStation 4,sports,NHL 19,80,,15,11
15381,Wii,sports,EA Sports Active More Workouts,80,,0,11
15382,Xbox One,sports,Super Mega Baseball: Extra Innings,80,,12,11
15385,Xbox One,sports,NHL 16,80,,12,11
15386,PC,sports,Madden NFL 19,80,,14,11
15387,Xbox 360,sports,Virtua Tennis 3,80,,5,11
15388,PlayStation 3,sports,Pro Evolution Soccer 2012,80,,1,11
15390,PlayStation 3,sports,Virtua Tennis 3,80,,1,11
15391,PC,sports,Lonely Mountains: Downhill,80,,14,11
15393,PlayStation 4,sports,Madden NFL 19,80,,15,11
15397,Xbox 360,sports,Tiger Woods PGA Tour 08,80,,5,11
15399,Wii,sports,FIFA Soccer 09 All-Play,80,,0,11
15400,PlayStation 4,sports,Lonely Mountains: Downhill,80,,15,11
15401,PC,sports,Super Mega Baseball 3,80,,14,11
15403,PC,sports,NBA 2K9,80,,14,11
15405,Xbox One,sports,The Golf Club 2019 featuring PGA Tour,80,,12,11
15409,Xbox One,sports,Madden NFL 15,80,,12,11
15410,Xbox 360,sports,UEFA EURO 2008,80,,5,11
15411,PlayStation 3,sports,The Bigs 2,80,,1,11
15412,PC,sports,Pro Evolution Soccer 2019,80,,14,11
15413,PC,sports,Football Manager 2015,80,,14,11
15415,Xbox 360,sports,Pro Evolution Soccer 2014,80,,5,11
15416,Xbox 360,sports,NBA Live 10,80,,5,11
15417,Wii,sports,Wii Fit,80,,0,11
15420,PC,sports,When Ski Lifts Go Wrong,80,,14,11
15421,PC,sports,Front Office Football 2004,80,,14,11
15422,Xbox 360,sports,Tiger Woods PGA Tour 12: The Masters,80,,5,11
15424,PlayStation 3,sports,Skate 3,80,,1,11
15426,Xbox One,sports,NBA 2K20,80,,12,11
15427,Xbox 360,sports,WWE SmackDown vs. Raw 2009,79,,5,11
15429,PlayStation Vita,sports,FIFA Soccer,79,,11,11
15430,Wii,sports,NBA Jam,79,,0,11
15431,Xbox 360,sports,The Bigs,79,,5,11
15432,Xbox 360,sports,EA Sports MMA,79,,5,11
15433,Xbox 360,sports,NHL 07,79,,5,11
15434,PC,sports,Out of the Park Baseball 12,79,,14,11
15435,PC,sports,Pro Evolution Soccer 2009,79,,14,11
15436,Xbox 360,sports,NCAA Football 07,79,,5,11
15440,Wii,sports,NHL 2K10,79,,0,11
15442,PC,sports,NBA Live 2005,79,,14,11
15447,Wii,sports,EA Sports Active 2,79,,0,11
15448,Xbox 360,sports,Winning Eleven: Pro Evolution Soccer 2007,79,,5,11
15453,Wii,sports,Pro Evolution Soccer 2012,79,,0,11
15457,PlayStation 4,sports,Pro Evolution Soccer 2019,79,,15,11
15458,Xbox One,sports,FIFA 20,79,,12,11
15459,PlayStation 4,sports,Fire Pro Wrestling World,79,,15,11
15461,PlayStation Vita,sports,OlliOlli,79,,11,11
15463,PlayStation 3,sports,NHL 2K7,79,,1,11
15464,PC,sports,Title Bout Championship Boxing,79,,14,11
15465,PlayStation 3,sports,UEFA EURO 2008,79,,1,11
15467,PlayStation 3,sports,NCAA Football 13,79,,1,11
15468,PlayStation 3,sports,Tiger Woods PGA Tour 08,79,,1,11
15469,Wii,sports,WWE SmackDown vs. Raw 2009,79,,0,11
15472,Xbox One,sports,Madden NFL 20,79,,12,11
15474,PC,sports,Franchise Hockey Manager 2,79,,14,11
15475,PC,sports,Frozen Cortex,79,,14,11
15476,Xbox 360,sports,Pool Nation,79,,5,11
15477,Xbox One,sports,Ashes Cricket,79,,12,11
15481,Xbox One,sports,Pro Evolution Soccer 2015,79,,12,11
15482,Xbox 360,sports,Tiger Woods PGA Tour 11,79,,5,11
15484,PlayStation 4,sports,FIFA 20,79,,15,11
15486,Wii,sports,MLB Power Pros 2008,79,,0,11
15487,Xbox 360,sports,Major League Baseball 2K7,79,,5,11
15489,Xbox 360,sports,Pro Evolution Soccer 2011,79,,5,11
15492,PlayStation 4,sports,EA Sports UFC 2,79,,15,11
15493,Wii,sports,Mario Strikers Charged,79,,0,11
15497,PlayStation 3,sports,Madden NFL 12,79,,1,11
15498,Xbox One,sports,Lonely Mountains: Downhill,79,,12,11
15499,Wii,sports,WWE SmackDown vs. Raw 2010,78,,0,11
15500,PlayStation 3,sports,Tiger Woods PGA Tour 11,78,,1,11
15505,Xbox 360,sports,Madden NFL 12,78,,5,11
15506,PlayStation 4,sports,NHL 17,78,,15,11
15507,PC,sports,FIFA Soccer 06,78,,14,11
15509,Xbox 360,sports,WWE '13,78,,5,11
15510,PlayStation 3,sports,Pro Evolution Soccer 2010,78,,1,11
15515,Wii,sports,Shaun White Snowboarding: Road Trip,78,,0,11
15518,Switch,sports,Golf Peaks,78,,19,11
15520,PC,sports,Laser League,78,,14,11
15521,Wii,sports,Pro Evolution Soccer 2011,78,,0,11
15527,PlayStation 3,sports,EA Sports Active 2,78,,1,11
15528,PC,sports,MVP Baseball 2003,78,,14,11
15530,PC,sports,OlliOlli,78,,14,11
15531,Wii U,sports,Sportsball,78,,6,11
15532,PlayStation 3,sports,WWE SmackDown vs. Raw 2009,78,,1,11
15533,3DS,sports,Mario Golf: World Tour,78,,9,11
15534,PlayStation 4,sports,NHL 16,78,,15,11
15535,Xbox 360,sports,NFL Blitz,78,,5,11
15537,PC,sports,Madden NFL 06,78,,14,11
15540,PC,sports,FIFA 07 Soccer,78,,14,11
15543,Xbox 360,sports,NHL 2K7,78,,5,11
15544,Xbox 360,sports,Pro Evolution Soccer 2012,78,,5,11
15545,Xbox One,sports,OlliOlli,78,,12,11
15547,PC,sports,NBA Live 2001,78,,14,11
15549,PC,sports,Pro Evolution Soccer 2010,78,,14,11
15553,PC,sports,Season Ticket Baseball 2003,78,,14,11
15554,PC,sports,Madden NFL 2001,78,,14,11
15558,3DS,sports,Inazuma Eleven,78,,9,11
15559,PlayStation 4,sports,NBA 2K20,78,,15,11
15563,Wii,sports,Grand Slam Tennis,78,,0,11
15564,PlayStation 3,sports,Pro Evolution Soccer 2014,78,,1,11
15567,PlayStation 4,sports,EA SPORTS UFC 4,78,,15,11
15568,Xbox One,sports,PGA Tour 2K21,78,,12,11
15569,PC,sports,Baseball Mogul 2007,78,,14,11
15570,Xbox 360,sports,Pro Evolution Soccer 2010,78,,5,11
15573,Xbox 360,sports,Top Spin 3,78,,5,11
15578,PlayStation 4,sports,Everybody's Golf,78,,15,11
15582,PlayStation 3,sports,EA Sports MMA,77,,1,11
15586,Xbox 360,sports,NBA Live 09,77,,5,11
15588,PlayStation 4,sports,VIDEOBALL,77,,15,11
15590,Xbox 360,sports,Your Shape Fitness Evolved 2012,77,,5,11
15591,PlayStation 3,sports,Pro Evolution Soccer 2011,77,,1,11
15592,PC,sports,FIFA Soccer 2002,77,,14,11
15595,PC,sports,FIFA World Cup: Germany 2006,77,,14,11
15596,PC,sports,FIFA Soccer 09,77,,14,11
15600,3DS,sports,Inazuma Eleven Go: Chrono Stones: Thunderflash,77,,9,11
15601,Xbox One,sports,EA Sports UFC 3,77,,12,11
15603,PlayStation 3,sports,The Bigs,77,,1,11
15610,Switch,sports,ARMS,77,,19,11
15612,Xbox One,sports,NHL 17,77,,12,11
15613,PlayStation 3,sports,NCAA Football 08,77,,1,11
15614,PC,sports,FIFA Soccer 2005,77,,14,11
15615,PC,sports,FIFA Soccer 08,77,,14,11
15617,Xbox One,sports,Infinite Minigolf,77,,12,11
15618,Switch,sports,Piofiore: Fated Memories,77,,19,11
15619,PC,sports,NHL 06,77,,14,11
15620,Xbox One,sports,FIFA 21,77,,12,11
15622,PlayStation 4,sports,Super Mega Baseball 2,77,,15,11
15623,Switch,sports,Super Tennis Blast,77,,19,11
15627,PlayStation 3,sports,Pro Evolution Soccer 2009,77,,1,11
15629,PC,sports,NHL Eastside Hockey Manager,77,,14,11
15630,PC,sports,FIFA Soccer 2004,77,,14,11
15632,Xbox 360,sports,NCAA Football 14,77,,5,11
15633,3DS,sports,Inazuma Eleven Go: Chrono Stones: Wildfire,77,,9,11
15634,Xbox One,sports,NHL 18,77,,12,11
15635,PlayStation 4,sports,NHL 20,77,,15,11
15636,PlayStation Vita,sports,Virtua Tennis 4: World Tour Edition,77,,11,11
15637,PC,sports,Pro Evolution Soccer 2012,77,,14,11
15640,Wii,sports,Madden NFL 10,77,,0,11
15644,Xbox One,sports,Steep: Road to the Olympics,77,,12,11
15645,Xbox 360,sports,Tiger Woods PGA Tour 14,77,,5,11
15647,Xbox One,sports,WWE 2K19,77,,12,11
15649,PC,sports,PGA Tour 2K21,77,,14,11
15650,PlayStation 3,sports,MLB 07: The Show,77,,1,11
15651,Switch,sports,Football Manager Touch 2018,77,,19,11
15652,Xbox 360,sports,FIFA Street,77,,5,11
15654,PC,sports,PureSim Baseball,77,,14,11
15656,Xbox 360,sports,Tiger Woods PGA Tour 13,77,,5,11
15657,PlayStation 3,sports,NCAA Football 14,77,,1,11
15658,PlayStation 3,sports,Madden NFL 07,76,,1,11
15661,Xbox 360,sports,Pro Evolution Soccer 2008,76,,5,11
15662,PlayStation 4,sports,WWE 2K19,76,,15,11
15668,Xbox 360,sports,NCAA Football 13,76,,5,11
15670,Wii,sports,Madden NFL 08,76,,0,11
15672,PlayStation 4,sports,PGA Tour 2K21,76,,15,11
15679,PC,sports,NBA 2K19,76,,14,11
15682,Xbox 360,sports,Major League Baseball 2K10,76,,5,11
15683,Xbox 360,sports,The Bigs 2,76,,5,11
15686,PC,sports,High Heat Major League Baseball 2002,76,,14,11
15692,PlayStation 4,sports,Madden NFL 20,76,,15,11
15693,PC,sports,UEFA Euro 2004: Portugal,76,,14,11
15699,PlayStation 4,sports,WindJammers,76,,15,11
15700,PlayStation Vita,sports,MLB 12: The Show,76,,11,11
15702,PlayStation 4,sports,The Golf Club 2,76,,15,11
15706,Xbox One,sports,EA Sports UFC 2,76,,12,11
15708,PlayStation Vita,sports,Hot Shots Golf: World Invitational,76,,11,11
15711,PC,sports,Blood Bowl 2,76,,14,11
15712,PlayStation 3,sports,FIFA Street,76,,1,11
15713,PlayStation 3,sports,WWE '13,76,,1,11
15714,PlayStation 3,sports,Tony Hawk's Project 8,76,,1,11
15715,Wii,sports,NHL Slapshot,76,,0,11
15716,PC,sports,Baseball Mogul 2002,76,,14,11
15723,PlayStation 4,sports,Don Bradman Cricket,76,,15,11
15724,PC,sports,Pro Evolution Soccer 2016,76,,14,11
15725,Wii,sports,Wii Sports,76,,0,11
15728,PlayStation 3,sports,Sports Champions,76,,1,11
15729,PlayStation 3,sports,Madden NFL 25,76,,1,11
15730,Xbox One,sports,Punch Club,76,,12,11
15731,PlayStation 4,sports,Infinite Minigolf,75,,15,11
15732,Xbox 360,sports,WWE 2K14,75,,5,11
15733,Wii U,sports,Madden NFL 13,75,,6,11
15734,PlayStation 4,sports,Pure Pool,75,,15,11
15735,PC,sports,FIFA Manager 11,75,,14,11
15739,Xbox 360,sports,Top Spin 2,75,,5,11
15740,Xbox 360,sports,NHL 2K6,75,,5,11
15741,PlayStation 4,sports,NHL 18,75,,15,11
15742,Switch,sports,Mario Tennis Aces,75,,19,11
15744,Wii,sports,FIFA Soccer 10,75,,0,11
15747,PlayStation 4,sports,EA Sports UFC 3,75,,15,11
15748,PlayStation 3,sports,NBA Live 09,75,,1,11
15749,Xbox 360,sports,NCAA Basketball 10,75,,5,11
15750,PlayStation 3,sports,NCAA Basketball 10,75,,1,11
15753,PlayStation Vita,sports,Hustle Kings,75,,11,11
15754,PlayStation 4,sports,The Golf Club 2019 featuring PGA Tour,75,,15,11
15755,Xbox 360,sports,Tony Hawk's American Wasteland,75,,5,11
15757,PC,sports,FIFA Manager 10,75,,14,11
15758,3DS,sports,Inazuma Eleven Go: Shadow,75,,9,11
15759,Xbox 360,sports,WWE All Stars,75,,5,11
15760,PlayStation 3,sports,Tiger Woods PGA Tour 13,75,,1,11
15767,PlayStation 4,sports,theHunter: Call of the Wild,75,,15,11
15768,PlayStation 4,sports,Steep: The X Games Pass,75,,15,11
15769,PC,sports,FIFA 21,75,,14,11
15770,PlayStation 3,sports,WWE All Stars,75,,1,11
15773,Wii,sports,We Love Golf!,75,,0,11
15775,Xbox 360,sports,All-Pro Football 2K8,75,,5,11
15777,PlayStation Vita,sports,MLB 13: The Show,75,,11,11
15779,Xbox 360,sports,WWE SmackDown vs. Raw 2011,75,,5,11
15785,PlayStation 3,sports,Top Spin 3,75,,1,11
15786,Wii,sports,Madden NFL 11,75,,0,11
15787,PlayStation 4,sports,Push Me Pull You,75,,15,11
15789,Xbox One,sports,NBA Live 19,75,,12,11
15793,PC,sports,NHL 2003,75,,14,11
15795,PC,sports,Madden NFL 08,75,,14,11
15797,Xbox 360,sports,NBA Jam,75,,5,11
15798,PC,sports,Captain Tsubasa: Rise of New Champions,75,,14,11
15799,Switch,sports,Pato Box,74,,19,11
15804,3DS,sports,Inazuma Eleven Go: Light,74,,9,11
15805,PlayStation 4,sports,Everybody's Golf VR,74,,15,11
15806,PlayStation 3,sports,Tiger Woods PGA Tour 14,74,,1,11
15809,PlayStation 3,sports,Major League Baseball 2K10,74,,1,11
15811,Wii,sports,The Biggest Loser,74,,0,11
15814,PlayStation 4,sports,Madden NFL 25,74,,15,11
15820,Switch,sports,Crayola Scoot,74,,19,11
15822,PC,sports,Major League Baseball 2K11,74,,14,11
15823,PlayStation 3,sports,Major League Baseball 2K7,74,,1,11
15824,PlayStation 3,sports,WWE SmackDown vs. Raw 2008,74,,1,11
15825,PlayStation 3,sports,WWE SmackDown vs. Raw 2011,74,,1,11
15826,Switch,sports,NBA 2K18,74,,19,11
15827,Switch,sports,ACA NeoGeo: Big Tournament Golf,74,,19,11
15828,PC,sports,eFootball PES 2021,74,,14,11
15829,PlayStation 3,sports,WWE 2K14,74,,1,11
15832,PC,sports,Baseball Mogul 2008,74,,14,11
15836,Xbox 360,sports,Madden NFL 06,74,,5,11
15837,PlayStation 3,sports,Pro Evolution Soccer 2008,74,,1,11
15838,Wii,sports,WWE '13,74,,0,11
15839,Wii,sports,SSX Blur,74,,0,11
15840,PlayStation 3,sports,NHL 2K8,74,,1,11
15841,PC,sports,MLB Dugout Heroes,74,,14,11
15842,Xbox 360,sports,2014 FIFA World Cup Brazil,74,,5,11
15844,Xbox 360,sports,NCAA Basketball 09: March Madness Edition,74,,5,11
15845,PC,sports,Mutant Football League,74,,14,11
15847,PlayStation 4,sports,Sparc,74,,15,11
15849,PC,sports,Pro Evolution Soccer 2014,74,,14,11
15850,Wii,sports,WWE '12,74,,0,11
15851,Xbox 360,sports,Pro Evolution Soccer 2009,74,,5,11
15852,PC,sports,Baseball Mogul 2006,74,,14,11
15857,PC,sports,WWE 2K16,74,,14,11
15858,PC,sports,NBA 2K20,74,,14,11
15859,Xbox 360,sports,NBA Live 08,73,,5,11
15861,Switch,sports,Disc Jam,73,,19,11
15863,PlayStation 4,sports,NBA Live 19,73,,15,11
15864,PC,sports,Tiger Woods PGA Tour 07,73,,14,11
15865,Xbox 360,sports,Your Shape: Fitness Evolved,73,,5,11
15867,Wii,sports,FIFA Soccer 11,73,,0,11
15869,PlayStation 3,sports,All-Pro Football 2K8,73,,1,11
15873,PC,sports,Dave Mirra Freestyle BMX,73,,14,11
15874,PC,sports,Punch Club,73,,14,11
15875,PlayStation 3,sports,Get Fit With Mel B,73,,1,11
15877,PlayStation 4,sports,Cricket 19,73,,15,11
15881,Xbox 360,sports,NBA Baller Beats,73,,5,11
15883,PlayStation 4,sports,Ashes Cricket,73,,15,11
15887,3DS,sports,Pro Evolution Soccer 2012 3D,73,,9,11
15890,Switch,sports,NBA 2K20,73,,19,11
15891,Wii,sports,Virtua Tennis 2009,73,,0,11
15892,PlayStation 4,sports,NBA 2K Playgrounds 2,73,,15,11
15893,PlayStation 3,sports,2014 FIFA World Cup Brazil,73,,1,11
15894,PlayStation 3,sports,NBA Live 08,73,,1,11
15899,PlayStation 3,sports,Don Bradman Cricket 14,73,,1,11
15900,PlayStation 4,sports,WWE 2K16,73,,15,11
15901,PlayStation 3,sports,Grand Slam Tennis 2,73,,1,11
15903,PlayStation 4,sports,eFootball PES 2021,73,,15,11
15904,Xbox 360,sports,Jonah Lomu Rugby Challenge,73,,5,11
15905,Xbox One,sports,Madden NFL 25,73,,12,11
15906,PC,sports,Out of the Park Baseball Manager 2006,73,,14,11
15907,PC,sports,Blood Bowl: Legendary Edition,73,,14,11
15908,3DS,sports,Pro Evolution Soccer 2011 3D,73,,9,11
15909,Xbox 360,sports,FIFA 07 Soccer,73,,5,11
15910,Xbox 360,sports,Kinect Sports,73,,5,11
15911,PC,sports,Mat Hoffman's Pro BMX,73,,14,11
15912,PlayStation 4,sports,Creed: Rise to Glory,73,,15,11
15916,PlayStation 3,sports,Tony Hawk's Proving Ground,73,,1,11
15917,PC,sports,Baseball Mogul 2003,73,,14,11
15919,PC,sports,Pato Box,73,,14,11
15920,Xbox One,sports,eFootball PES 2021,73,,12,11
15921,Wii U,sports,Wii Fit U,72,,6,11
15922,Xbox 360,sports,UEFA Champions League 2006-2007,72,,5,11
15924,PlayStation 4,sports,Headmaster,72,,15,11
15926,PlayStation 4,sports,NHL 21,72,,15,11
15930,PlayStation 4,sports,FIFA 21,72,,15,11
15934,Xbox 360,sports,MLB Bobblehead Pros,72,,5,11
15936,Xbox 360,sports,Tony Hawk's Proving Ground,72,,5,11
15939,PC,sports,Steep,72,,14,11
15943,Switch,sports,PGA Tour 2K21,72,,19,11
15945,Xbox 360,sports,Amped 3,72,,5,11
15946,Xbox One,sports,NBA Live 18,72,,12,11
15947,3DS,sports,Inazuma Eleven 3: Bomb Blast,72,,9,11
15949,Wii,sports,WWE SmackDown vs. Raw 2011,72,,0,11
15950,PlayStation 4,sports,NBA Live 18,72,,15,11
15953,PC,sports,The Golf Club 2019 featuring PGA Tour,72,,14,11
15954,PC,sports,NHL 07,72,,14,11
15955,Xbox One,sports,WWE 2K16,72,,12,11
15957,PlayStation 3,sports,WWE '12,72,,1,11
15958,PC,sports,Microsoft Golf 2001 Edition,72,,14,11
15959,Xbox 360,sports,Stoked: Big Air Edition,72,,5,11
15962,Xbox One,sports,Mutant Football League,72,,12,11
15963,PlayStation 4,sports,UEFA EURO 2016,72,,15,11
15964,PlayStation 4,sports,Mutant Football League: Dynasty Edition,72,,15,11
15965,Switch,sports,When Ski Lifts Go Wrong,72,,19,11
15967,Wii,sports,Mario & Sonic at the Olympic Winter Games,72,,0,11
15968,PlayStation 4,sports,Blood Bowl 2,72,,15,11
15969,PC,sports,Blood Bowl,72,,14,11
15970,Xbox 360,sports,FIFA World Cup: Germany 2006,72,,5,11
15971,Xbox One,sports,Steep,72,,12,11
15972,PlayStation 3,sports,Major League Baseball 2K11,72,,1,11
15973,Wii,sports,Tiger Woods PGA Tour 08,72,,0,11
15974,PlayStation 4,sports,Disc Jam,72,,15,11
15975,PC,sports,Pro Cycling Manager Season 2010: Le Tour de France,72,,14,11
15976,PC,sports,"Football, Tactics & Glory",72,,14,11
15977,PC,sports,FIFA 20,72,,14,11
15978,Wii,sports,Shaun White Snowboarding: World Stage,72,,0,11
15979,Xbox One,sports,The Fisherman: Fishing Planet,72,,12,11
15986,Wii,sports,Super Swing Golf,72,,0,11
15987,PC,sports,FIFA Manager 12,72,,14,11
15988,PC,sports,FIFA Soccer 10,72,,14,11
15990,PC,sports,Madden NFL 20,72,,14,11
15991,Wii,sports,Tiger Woods PGA Tour 07,71,,0,11
15993,PC,sports,Maximum Pool,71,,14,11
15995,PlayStation 4,sports,Steep,71,,15,11
15996,PC,sports,NBA Live 06,71,,14,11
15997,Switch,sports,Football Manager 2020 Touch,71,,19,11
15999,Wii,sports,Sega Superstars Tennis,71,,0,11
16000,PC,sports,Tiger Woods PGA Tour Online,71,,14,11
16002,Xbox 360,sports,WWE '12,71,,5,11
16004,PlayStation 4,sports,Pato Box,71,,15,11
16005,PC,sports,Hunting Unlimited 2,71,,14,11
16007,Xbox 360,sports,WWE Legends of WrestleMania,71,,5,11
16008,Xbox One,sports,Fishing Sim World,71,,12,11
16009,PC,sports,Baseball Mogul 2004,71,,14,11
16010,PC,sports,Brian Lara International Cricket 2007,71,,14,11
16013,Xbox 360,sports,Grand Slam Tennis 2,71,,5,11
16020,Xbox 360,sports,Nike+ Kinect Training,71,,5,11
16022,3DS,sports,WWE All Stars,71,,9,11
16029,Xbox 360,sports,NHL 2K8,71,,5,11
16031,PC,sports,Madden NFL 2002,71,,14,11
16032,Switch,sports,Captain Tsubasa: Rise of New Champions,71,,19,11
16033,Xbox 360,sports,NBA 2K10: Draft Combine,71,,5,11
16034,PlayStation 3,sports,NBA Jam,71,,1,11
16035,Xbox 360,sports,WWE SmackDown vs. Raw 2008,71,,5,11
16039,PC,sports,Pro Cycling Manager 2017,71,,14,11
16042,Xbox 360,sports,Easy Golf: Course Architect,71,,5,11
16043,Xbox 360,sports,Tiger Woods PGA Tour 06,71,,5,11
16046,Switch,sports,FIFA 19,71,,19,11
16047,PlayStation 3,sports,Top Darts,70,,1,11
16048,Wii,sports,Super Swing Golf Season 2,70,,0,11
16051,Xbox 360,sports,Virtua Tennis 4,70,,5,11
16052,Wii,sports,2010 FIFA World Cup South Africa,70,,0,11
16053,Wii,sports,FIFA Soccer 12,70,,0,11
16054,Xbox 360,sports,College Hoops 2K6,70,,5,11
16061,PC,sports,High Heat Major League Baseball 2004,70,,14,11
16065,PC,sports,The Golf Club,70,,14,11
16066,PlayStation 3,sports,NHL 2K9,70,,1,11
16068,Xbox 360,sports,Major League Baseball 2K8,70,,5,11
16071,3DS,sports,Inazuma Eleven 3: Team Ogre Attacks!,70,,9,11
16073,Xbox One,sports,Blood Bowl 2,70,,12,11
16074,Switch,sports,Super Volley Blast,70,,19,11
16075,PC,sports,Ultimate Fishing Simulator,70,,14,11
16076,Switch,sports,Shred! 2 - ft Sam Pilgrim,70,,19,11
16077,Xbox One,sports,Snooker 19,70,,12,11
16078,Wii,sports,Skate It,70,,0,11
16079,PlayStation 4,sports,Steep: Road to the Olympics,70,,15,11
16083,Xbox One,sports,EA Sports UFC,70,,12,11
16084,PlayStation 3,sports,WWE Legends of WrestleMania,70,,1,11
16086,3DS,sports,Inazuma Eleven 3: Lightning Bolt,70,,9,11
16091,Xbox 360,sports,NCAA Basketball 09,70,,5,11
16092,PlayStation 3,sports,Virtua Tennis 2009,70,,1,11
16093,PC,sports,Top Spin 2,70,,14,11
16094,Wii,sports,Little League World Series Baseball 2008,70,,0,11
16095,PC,sports,WWE 2K15,70,,14,11
16098,Xbox 360,sports,UFC Personal Trainer: The Ultimate Fitness System,70,,5,11
16100,Xbox 360,sports,Virtua Tennis 2009,70,,5,11
16105,PlayStation 4,sports,EA Sports UFC,70,,15,11
16106,Xbox 360,sports,UEFA Euro 2012,70,,5,11
16111,Xbox One,sports,Madden NFL 21,69,,12,11
16113,Switch,sports,Golf With Your Friends,69,,19,11
16114,3DS,sports,Mario Tennis Open,69,,9,11
16115,PlayStation 4,sports,Disco Dodgeball Remix,69,,15,11
16119,PlayStation 4,sports,Golf With Your Friends,69,,15,11
16121,Xbox One,sports,Disco Dodgeball Remix,69,,12,11
16122,PC,sports,Pro Cycling Manager 2018,69,,14,11
16123,Xbox 360,sports,NCAA March Madness 08,69,,5,11
16124,Xbox One,sports,The Golf Club 2,69,,12,11
16125,PC,sports,Pro Cycling Manager Season 2009: Le Tour de France,69,,14,11
16126,PlayStation 4,sports,Captain Tsubasa: Rise of New Champions,69,,15,11
16127,Xbox 360,sports,NHL 2K9,69,,5,11
16128,PC,sports,Harry Potter: Quidditch World Cup,69,,14,11
16129,Wii,sports,HoopWorld,69,,0,11
