,platform,genre,title,score,Unnamed: 0.1,nplatform,ngenre,score8
11918,PC,role-playing,Sacred Underworld,73,,14,7,0
11919,PC,role-playing,Neverwinter Nights 2: Mysteries of Westgate,73,,14,7,0
11920,PC,role-playing,Dragon Ball Z: Kakarot,73,,14,7,0
11921,PlayStation 4,role-playing,Stories: The Path of Destinies,73,,15,7,0
11923,PC,role-playing,Dungeon Siege: Legends of Aranna,73,,14,7,0
11926,PlayStation Vita,role-playing,Dungeon Travelers 2: The Royal Library & the Monster Seal,73,,11,7,0
11929,PC,role-playing,Toukiden 2,73,,14,7,0
11931,PlayStation 4,role-playing,Vaporum,73,,15,7,0
11932,Switch,role-playing,Moero Crystal H,73,,19,7,0
11933,PlayStation 4,role-playing,Ikenfell,73,,15,7,0
11934,PC,role-playing,Lords of the Fallen,73,,14,7,0
11936,PC,role-playing,Anarchy Online: Alien Invasion,73,,14,7,0
11937,Xbox One,role-playing,Warhammer: Chaosbane,73,,12,7,0
11938,PlayStation 4,role-playing,Demon Gaze II,73,,15,7,0
11940,PlayStation 3,role-playing,Fallout 3: The Pitt,73,,1,7,0
11941,Switch,role-playing,Marvel Ultimate Alliance 3: The Black Order,73,,19,7,0
11943,Wii,role-playing,Marvel: Ultimate Alliance,73,,0,7,0
11944,PlayStation 4,role-playing,The Surge,73,,15,7,0
11947,Switch,role-playing,Chocobo's Mystery Dungeon: Every Buddy!,73,,19,7,0
11948,Switch,role-playing,Earthlock,73,,19,7,0
11949,Switch,role-playing,Romancing SaGa 3,73,,19,7,0
11950,PlayStation 4,role-playing,Star Ocean: First Departure R,73,,15,7,0
11951,PlayStation 4,role-playing,Dragon Ball Z: Kakarot,73,,15,7,0
11952,Xbox One,role-playing,Dragon Ball Z: Kakarot,73,,12,7,0
11953,PlayStation 4,role-playing,ClaDun Returns: This is Sengoku!,73,,15,7,0
11954,PC,role-playing,Pathfinder: Kingmaker,73,,14,7,0
11955,Wii,role-playing,Monster Lab,73,,0,7,0
11957,PC,role-playing,Neverwinter Nights 2: Storm of Zehir,73,,14,7,0
11958,PC,role-playing,Beyond Divinity,73,,14,7,0
11960,Wii,role-playing,Dokapon Kingdom,73,,0,7,0
11961,PlayStation 4,role-playing,Nexomon: Extinction,73,,15,7,0
11963,PlayStation 4,role-playing,Wizard of Legend,73,,15,7,0
11966,PlayStation 4,role-playing,Digimon Story Cyber Sleuth: Hacker's Memory,73,,15,7,0
11970,PC,role-playing,Pier Solar and the Great Architects,73,,14,7,0
11972,3DS,role-playing,LBX: Little Battlers eXperience,73,,9,7,0
11973,PC,role-playing,Atelier Sophie: The Alchemist of the Mysterious Book,73,,14,7,0
11974,PlayStation 4,role-playing,Heroland,73,,15,7,0
11975,PlayStation 4,role-playing,The Elder Scrolls Online: Greymoor,73,,15,7,0
11976,PC,role-playing,Alpha Protocol,72,,14,7,0
11977,PC,role-playing,Hyperdimension Neptunia Re;Birth1,72,,14,7,0
11978,PC,role-playing,The Surge,72,,14,7,0
11980,PlayStation 4,role-playing,Final Fantasy Type-0 HD,72,,15,7,0
11981,PC,role-playing,DC Universe Online,72,,14,7,0
11984,PlayStation 4,role-playing,Tales of Zestiria,72,,15,7,0
11985,3DS,role-playing,Gurumin 3D: A Monstrous Adventure,72,,9,7,0
11986,PC,role-playing,Mount & Blade,72,,14,7,0
11987,PC,role-playing,Mass Effect: Andromeda,72,,14,7,0
11988,PlayStation 4,role-playing,Citadel: Forged with Fire,72,,15,7,0
11991,PC,role-playing,Underrail,72,,14,7,0
11992,PC,role-playing,Book of Demons,72,,14,7,0
11995,PlayStation 4,role-playing,The Elder Scrolls Online: Tamriel Unlimited - Orsinium,72,,15,7,0
11996,PC,role-playing,Portal Knights,72,,14,7,0
11997,PC,role-playing,Convoy,72,,14,7,0
11999,PlayStation 4,role-playing,GreedFall,72,,15,7,0
12001,3DS,role-playing,Yo-kai Watch 2: Bony Spirits,72,,9,7,0
12004,Xbox 360,role-playing,Star Ocean: The Last Hope,72,,5,7,0
12005,3DS,role-playing,Squids Odyssey,72,,9,7,0
12006,Switch,role-playing,Grandia HD Collection,72,,19,7,0
12007,Xbox One,role-playing,Kingdoms of Amalur: Re-Reckoning,72,,12,7,0
12008,PlayStation 4,role-playing,Let It Die,72,,15,7,0
12009,PlayStation 4,role-playing,Kingdoms of Amalur: Re-Reckoning,72,,15,7,0
12010,PlayStation 3,role-playing,Resonance of Fate,72,,1,7,0
12011,PC,role-playing,Guild of Dungeoneering,72,,14,7,0
12012,PlayStation Vita,role-playing,Ray Gigant,72,,11,7,0
12014,PC,role-playing,The Incredible Adventures of Van Helsing,72,,14,7,0
12015,PlayStation Vita,role-playing,Superdimension Neptune VS Sega Hard Girls,72,,11,7,0
12016,Xbox 360,role-playing,Dungeon Siege III,72,,5,7,0
12017,PC,role-playing,Champions Online,72,,14,7,0
12018,PC,role-playing,Septerra Core: Legacy of the Creator,72,,14,7,0
12019,PC,role-playing,Divinity II: Flames of Vengeance,72,,14,7,0
12021,Xbox One,role-playing,Ittle Dew 2,72,,12,7,0
12022,PlayStation 4,role-playing,Star Ocean 3: Till the End of Time,72,,15,7,0
12023,Switch,role-playing,Super Daryl Deluxe,72,,19,7,0
12024,PC,role-playing,Vaporum: Lockdown,72,,14,7,0
12025,Xbox One,role-playing,Final Fantasy Type-0 HD,72,,12,7,0
12026,PC,role-playing,Dungeon Siege III,72,,14,7,0
12027,PC,role-playing,FORCED,72,,14,7,0
12028,Xbox One,role-playing,Anima: Gate of Memories,72,,12,7,0
12029,PC,role-playing,DOFUS,72,,14,7,0
12031,PlayStation 4,role-playing,Fist of the North Star: Lost Paradise,72,,15,7,0
12033,PlayStation 4,role-playing,Star Ocean 4: The Last Hope - 4K & Full HD Remaster,72,,15,7,0
12034,PC,role-playing,Oninaki,72,,14,7,0
12035,PC,role-playing,Divinity II: Ego Draconis,72,,14,7,0
12036,PC,role-playing,Auto Assault,72,,14,7,0
12037,PC,role-playing,Horizons: Empire of Istaria,72,,14,7,0
12039,PC,role-playing,Anarchy Online,72,,14,7,0
12040,Switch,role-playing,Dex,72,,19,7,0
12041,PC,role-playing,Vampyr,72,,14,7,0
12042,PC,role-playing,GreedFall,72,,14,7,0
12045,PlayStation 4,role-playing,Zanki Zero: Last Beginning,72,,15,7,0
12046,3DS,role-playing,Dragon Ball: Fusions,72,,9,7,0
12047,PlayStation 4,role-playing,Death's Gambit,72,,15,7,0
12049,Xbox 360,role-playing,Divinity II: The Dragon Knight Saga,72,,5,7,0
12050,PC,role-playing,Albion Online,72,,14,7,0
12051,Switch,role-playing,Minecraft Dungeons,72,,19,7,0
12052,Wii,role-playing,Shiren the Wanderer,71,,0,7,0
12054,Xbox One,role-playing,Dungeon Punks,71,,12,7,0
12055,PC,role-playing,Lords of Xulima,71,,14,7,0
12057,PlayStation 4,role-playing,World of Final Fantasy Maxima,71,,15,7,0
12058,Wii,role-playing,Spectrobes: Origins,71,,0,7,0
12059,PC,role-playing,Fallen Earth: Welcome to the Apocalypse,71,,14,7,0
12061,Xbox 360,role-playing,Sacred 2: Fallen Angel,71,,5,7,0
12062,PC,role-playing,God Eater 3,71,,14,7,0
12063,PC,role-playing,Titan Quest: Ragnarok,71,,14,7,0
12064,PlayStation 3,role-playing,Tales of Xillia 2,71,,1,7,0
12065,PlayStation 4,role-playing,Megadimension Neptunia VII,71,,15,7,0
12066,Xbox One,role-playing,Pharaonic,71,,12,7,0
12067,PC,role-playing,The Bard's Tale IV: Barrows Deep,71,,14,7,0
12069,PC,role-playing,Code Vein,71,,14,7,0
12070,PC,role-playing,Star Wars Galaxies: An Empire Divided,71,,14,7,0
12071,Xbox One,role-playing,Tower of Time,71,,12,7,0
12072,Xbox One,role-playing,Demon's Tier+,71,,12,7,0
12073,PC,role-playing,Heretic Kingdoms: The Inquisition,71,,14,7,0
12074,PC,role-playing,Star Wars: The Old Republic - Rise of the Hutt Cartel,71,,14,7,0
12075,PC,role-playing,The Fall of the Dungeon Guardians,71,,14,7,0
12076,Xbox One,role-playing,Lords of the Fallen,71,,12,7,0
12078,PlayStation 4,role-playing,Death end re;Quest,71,,15,7,0
12080,PlayStation 4,role-playing,Fairy Tail,71,,15,7,0
12081,PC,role-playing,The Elder Scrolls Online,71,,14,7,0
12082,PC,role-playing,The Temple of Elemental Evil,71,,14,7,0
12084,3DS,role-playing,Ikachan,71,,9,7,0
12085,PlayStation 4,role-playing,Romancing SaGa 2,71,,15,7,0
12086,Switch,role-playing,Ashen,71,,19,7,0
12087,Xbox One,role-playing,Warsaw,71,,12,7,0
12088,PlayStation Vita,role-playing,Stranger of Sword City,71,,11,7,0
12089,PlayStation 4,role-playing,God Eater 3,71,,15,7,0
12090,PC,role-playing,Mass Effect 2: Kasumi - Stolen Memory,71,,14,7,0
12091,PlayStation 4,role-playing,Cyberdimension Neptunia: 4 Goddesses Online,71,,15,7,0
12092,PlayStation 4,role-playing,Dark Souls III: Ashes of Ariandel,71,,15,7,0
12094,Switch,role-playing,Nexomon: Extinction,71,,19,7,0
12096,PC,role-playing,Runes of Magic,71,,14,7,0
12097,PlayStation 4,role-playing,Portal Knights,71,,15,7,0
12099,PC,role-playing,Overfall,71,,14,7,0
12102,Xbox 360,role-playing,Mass Effect 2: Kasumi - Stolen Memory,71,,5,7,0
12103,PC,role-playing,Legends of Eisenwald,71,,14,7,0
12104,Xbox One,role-playing,Spellspire,71,,12,7,0
12105,PC,role-playing,Death's Gambit,71,,14,7,0
12106,PlayStation 3,role-playing,Dungeon Siege III,71,,1,7,0
12109,PC,role-playing,Anarchy Online: The Notum Wars,71,,14,7,0
12110,PC,role-playing,Sacred 2: Fallen Angel,71,,14,7,0
12113,Xbox One,role-playing,Anima: Gate of Memories - The Nameless Chronicles,71,,12,7,0
12115,PlayStation 4,role-playing,Mass Effect: Andromeda,71,,15,7,0
12120,PlayStation 4,role-playing,Megadimension Neptunia VIIR,71,,15,7,0
12121,PlayStation 4,role-playing,Summon Night 6: Lost Borders,71,,15,7,0
12122,PlayStation 4,role-playing,Gauntlet: Slayer Edition,71,,15,7,0
12124,PlayStation 4,role-playing,Fairy Fencer F: Advent Dark Force,71,,15,7,0
12126,Xbox One,role-playing,Nine Parchments,71,,12,7,0
12127,Switch,role-playing,Dragon Quest III: The Seeds of Salvation,71,,19,7,0
12128,PC,role-playing,Hellgate: London,70,,14,7,0
12132,PC,role-playing,Dead State,70,,14,7,0
12133,PC,role-playing,Crowntakers,70,,14,7,0
12135,PC,role-playing,The Sims Online,70,,14,7,0
12137,PlayStation Vita,role-playing,Sword Art Online: Lost Song,70,,11,7,0
12138,PC,role-playing,I Am Setsuna,70,,14,7,0
12139,PlayStation 3,role-playing,Atelier Ayesha: The Alchemist of Dusk,70,,1,7,0
12140,PC,role-playing,Global Agenda,70,,14,7,0
12141,PlayStation Vita,role-playing,Demon Gaze,70,,11,7,0
12142,PlayStation 4,role-playing,God Eater Resurrection,70,,15,7,0
12143,PC,role-playing,Deep Sky Derelicts,70,,14,7,0
12145,PlayStation 4,role-playing,Code Vein,70,,15,7,0
12146,PC,role-playing,Vampire: The Masquerade - Coteries of New York,70,,14,7,0
12147,PlayStation 3,role-playing,"Warhammer 40,000: Space Marine",70,,1,7,0
12148,PC,role-playing,ATOM RPG: Post-apocalyptic indie game,70,,14,7,0
12149,PC,role-playing,Kingdoms of Amalur: Re-Reckoning,70,,14,7,0
12150,Switch,role-playing,Nelke & the Legendary Alchemists: Ateliers of the New World,70,,19,7,0
12151,PlayStation 3,role-playing,Sorcery,70,,1,7,0
12153,PlayStation Vita,role-playing,Hyperdimension Neptunia Re;Birth3: V Generation,70,,11,7,0
12154,PC,role-playing,Minecraft Dungeons,70,,14,7,0
12156,PC,role-playing,The Warlock of Firetop Mountain,70,,14,7,0
12157,PC,role-playing,Black Prophecy,70,,14,7,0
12158,PC,role-playing,Fallout: New Vegas - Dead Money,70,,14,7,0
12160,PC,role-playing,Wizards & Warriors,70,,14,7,0
12166,PC,role-playing,Vertical Drop Heroes HD,70,,14,7,0
12168,PC,role-playing,Ember,70,,14,7,0
12170,3DS,role-playing,Yo-kai Watch 2: Fleshy Souls,70,,9,7,0
12171,3DS,role-playing,Fairune 2,70,,9,7,0
12172,PC,role-playing,Rezrog,70,,14,7,0
12173,PC,role-playing,Swords & Souls: Neverseen,70,,14,7,0
12174,PC,role-playing,Pillars of Eternity II: Deadfire - Beasts of Winter,70,,14,7,0
12175,Switch,role-playing,Skyhill,70,,19,7,0
12176,Switch,role-playing,Katana Kami: A Way of the Samurai Story,70,,19,7,0
12178,Xbox One,role-playing,Stranger of Sword City,70,,12,7,0
12179,Xbox One,role-playing,Dragon Age: Inquisition - Jaws Of Hakkon,70,,12,7,0
12180,PlayStation 3,role-playing,Sacred 2: Fallen Angel,70,,1,7,0
12183,PlayStation 4,role-playing,Citizens of Earth,70,,15,7,0
12184,Xbox One,role-playing,The Incredible Adventures of Van Helsing III,70,,12,7,0
12185,PC,role-playing,Star Wars Galaxies: Episode III Rage of the Wookiees,70,,14,7,0
12186,PC,role-playing,Grandia II,70,,14,7,0
12188,PlayStation 3,role-playing,Vandal Hearts: Flames of Judgment,70,,1,7,0
12189,PlayStation 4,role-playing,Vampyr,70,,15,7,0
12190,PlayStation Vita,role-playing,Pocket RPG,70,,11,7,0
12191,PlayStation 3,role-playing,Rainbow Moon,70,,1,7,0
12192,Switch,role-playing,Romancing SaGa 2,70,,19,7,0
12194,PC,role-playing,Soulbringer,70,,14,7,0
12196,Switch,role-playing,Shining Resonance Refrain,70,,19,7,0
12197,PlayStation 4,role-playing,The Last Remnant Remastered,70,,15,7,0
12198,Xbox One,role-playing,Vampyr,70,,12,7,0
12199,PC,role-playing,Penny Arcade Adventures: Episode Four,70,,14,7,0
12200,PlayStation Vita,role-playing,Rainbow Moon,70,,11,7,0
12201,PlayStation 4,role-playing,Touhou Genso Wanderer,70,,15,7,0
12202,PlayStation 4,role-playing,The Outer Worlds: Peril on Gorgon,70,,15,7,0
12203,Xbox 360,role-playing,Fallout: New Vegas - Dead Money,70,,5,7,0
12205,PC,role-playing,LEGO Universe,70,,14,7,0
12206,PC,role-playing,The Bard's Tale,70,,14,7,0
12207,PlayStation 3,role-playing,Two Worlds II,70,,1,7,0
12208,PC,role-playing,EVE Online,69,,14,7,0
12210,3DS,role-playing,Pokemon Super Mystery Dungeon,69,,9,7,0
12213,3DS,role-playing,Final Fantasy Explorers,69,,9,7,0
12214,PlayStation 4,role-playing,Chocobo's Mystery Dungeon: Every Buddy!,69,,15,7,0
12215,PlayStation 4,role-playing,Kingdom Come: Deliverance,69,,15,7,0
12216,PC,role-playing,Ikenfell,69,,14,7,0
12217,PC,role-playing,Fallout 76: Wastelanders,69,,14,7,0
12222,PlayStation 4,role-playing,Sword Art Online: Hollow Realization,69,,15,7,0
12223,PlayStation 4,role-playing,Absolver,69,,15,7,0
12225,PlayStation 4,role-playing,God Eater 2: Rage Burst,69,,15,7,0
12227,Switch,role-playing,Warsaw,69,,19,7,0
12228,Switch,role-playing,Vampyr,69,,19,7,0
12229,Xbox 360,role-playing,Enchanted Arms,69,,5,7,0
12230,Switch,role-playing,Pokemon Sword / Shield: The Isle of Armor,69,,19,7,0
12231,Switch,role-playing,Moon Hunters,69,,19,7,0
12232,PC,role-playing,Baobabs Mausoleum - Ep. 2: 1313 Barnabas Dead End Drive,69,,14,7,0
12234,PC,role-playing,Sword of the Stars: The Pit,69,,14,7,0
12236,PlayStation Vita,role-playing,Hyperdimension Neptunia Re;Birth1,69,,11,7,0
12237,PC,role-playing,Baobabs Mausoleum - Ep. 1: Ovnifagos Don't Eat Flamingos,69,,14,7,0
12239,PC,role-playing,Star Wars Galaxies: Trials of Obi-Wan,69,,14,7,0
12240,PC,role-playing,Dragon Age: Origins - Return to Ostagar,69,,14,7,0
12241,PC,role-playing,Final Fantasy Type-0 HD,69,,14,7,0
12242,PlayStation 3,role-playing,Battle Princess of Arcadias,69,,1,7,0
12243,Xbox 360,role-playing,Magna Carta 2,69,,5,7,0
12245,PC,role-playing,Risen 2: Dark Waters,69,,14,7,0
12246,Xbox One,role-playing,Dex,69,,12,7,0
12247,PC,role-playing,Fall of Light,69,,14,7,0
12248,Switch,role-playing,Ara Fell: Enhanced Edition,69,,19,7,0
12249,PC,role-playing,Warhammer: Chaosbane,69,,14,7,0
12251,Switch,role-playing,Lost Sphear,69,,19,7,0
12253,PC,role-playing,Of Orcs and Men,69,,14,7,0
12254,PC,role-playing,Lost Sphear,69,,14,7,0
12255,PlayStation 4,role-playing,Oninaki,69,,15,7,0
12257,Xbox One,role-playing,Sea of Thieves,69,,12,7,0
12258,PC,role-playing,Allods Online,69,,14,7,0
12261,PC,role-playing,Anima: Gate of Memories,69,,14,7,0
12263,Wii,role-playing,Final Fantasy IV: The After Years,69,,0,7,0
12264,Xbox 360,role-playing,Lightning Returns: Final Fantasy XIII,69,,5,7,0
12265,PC,role-playing,Forsaken World,69,,14,7,0
12266,PC,role-playing,Ys VIII: Lacrimosa of DANA,69,,14,7,0
12267,PlayStation 4,role-playing,void tRrLM(); //Void Terrarium,69,,15,7,0
12268,PC,role-playing,Runespell: Overture,69,,14,7,0
12272,PC,role-playing,Sword of the Stars: The Pit - Mind Games,69,,14,7,0
12273,Switch,role-playing,Dragon Marked For Death,69,,19,7,0
12274,PlayStation 4,role-playing,Exist Archive: The Other Side of the Sky,69,,15,7,0
12275,3DS,role-playing,Heroes of Ruin,69,,9,7,0
12276,PC,role-playing,Ultima Online: Third Dawn,69,,14,7,0
12277,PC,role-playing,The Matrix Online,69,,14,7,0
12278,PC,role-playing,Lichdom: Battlemage,69,,14,7,0
12280,Switch,role-playing,Final Fantasy XV Pocket Edition HD,69,,19,7,0
12281,PC,role-playing,Aurion: Legacy of the Kori-Odan,69,,14,7,0
12282,PlayStation 4,role-playing,Fallout 4: Automatron,69,,15,7,0
12283,PlayStation 4,role-playing,Pier Solar and the Great Architects,69,,15,7,0
12285,Switch,role-playing,Fairy Tail,69,,19,7,0
12287,3DS,role-playing,Adventure Bar Story,69,,9,7,0
12289,PlayStation 3,role-playing,The Elder Scrolls V: Skyrim - Hearthfire,69,,1,7,0
12292,PlayStation Vita,role-playing,Exist Archive: The Other Side of the Sky,68,,11,7,0
12293,PlayStation 4,role-playing,Lost Sphear,68,,15,7,0
12294,Xbox One,role-playing,Hellpoint,68,,12,7,0
12295,Wii U,role-playing,Squids Odyssey,68,,6,7,0
12296,PC,role-playing,Blackguards,68,,14,7,0
12298,Xbox One,role-playing,Torchlight III,68,,12,7,0
12299,Switch,role-playing,Pokemon Mystery Dungeon: Rescue Team DX,68,,19,7,0
12300,PC,role-playing,Blade & Soul,68,,14,7,0
12301,Xbox One,role-playing,The Technomancer,68,,12,7,0
12303,Wii U,role-playing,Costume Quest 2,68,,6,7,0
12304,Switch,role-playing,Call of Cthulhu: The Official Video Game,68,,19,7,0
12306,PC,role-playing,Seven: The Days Long Gone,68,,14,7,0
12307,PC,role-playing,Shiness: The Lightning Kingdom,68,,14,7,0
12309,PlayStation 3,role-playing,NIER,68,,1,7,0
12311,PC,role-playing,Vanguard: Saga of Heroes,68,,14,7,0
12312,PC,role-playing,Space Empires: Starfury,68,,14,7,0
12316,PC,role-playing,Defragmented,68,,14,7,0
12317,PlayStation 4,role-playing,TERA,68,,15,7,0
12318,Wii,role-playing,Tales of Symphonia: Dawn of the New World,68,,0,7,0
12320,Switch,role-playing,Sword Art Online: Hollow Realization - Deluxe Edition,68,,19,7,0
12321,PC,role-playing,Gauntlet (2014),68,,14,7,0
12322,PlayStation 3,role-playing,Fallout: New Vegas - Dead Money,68,,1,7,0
12323,Xbox One,role-playing,Kingdom Come: Deliverance,68,,12,7,0
12326,PC,role-playing,Fallout 3: Mothership Zeta,68,,14,7,0
12327,PC,role-playing,Costume Quest 2,68,,14,7,0
12328,Xbox 360,role-playing,Vandal Hearts: Flames of Judgment,68,,5,7,0
12331,Switch,role-playing,Snack World: The Dungeon Crawl Gold,68,,19,7,0
12333,Xbox 360,role-playing,Fable Anniversary,68,,5,7,0
12334,PC,role-playing,Throne of Darkness,68,,14,7,0
12335,PC,role-playing,Avencast: Rise of the Mage,68,,14,7,0
12341,PlayStation Vita,role-playing,Hyperdevotion Noire: Goddess Black Heart,68,,11,7,0
12342,Switch,role-playing,Saturday Morning RPG,68,,19,7,0
12343,PC,role-playing,Zwei: The Arges Adventure,68,,14,7,0
12344,Xbox 360,role-playing,Infinite Undiscovery,68,,5,7,0
12345,PlayStation 3,role-playing,Mass Effect 2: Arrival,68,,1,7,0
12348,PC,role-playing,Final Fantasy III,68,,14,7,0
12349,Switch,role-playing,Oninaki,68,,19,7,0
12350,Xbox One,role-playing,Marvel Heroes Omega,68,,12,7,0
12352,PC,role-playing,Mount & Blade: With Fire & Sword,68,,14,7,0
12355,PC,role-playing,Space Rangers HD: A War Apart,68,,14,7,0
12357,Switch,role-playing,Lapis x Labyrinth,68,,19,7,0
12358,PlayStation 4,role-playing,Lords of the Fallen,68,,15,7,0
12359,PlayStation 4,role-playing,Digimon World: Next Order,68,,15,7,0
12361,PlayStation 3,role-playing,Legasista,68,,1,7,0
12363,PlayStation Vita,role-playing,Mystery Chronicle: One Way Heroics,68,,11,7,0
12364,PC,role-playing,Shining Resonance Refrain,68,,14,7,0
12365,Switch,role-playing,Manual Samuel,68,,19,7,0
12366,PlayStation 4,role-playing,Final Fantasy XV Pocket Edition HD,68,,15,7,0
12367,Switch,role-playing,Slayin 2,68,,19,7,0
12368,PC,role-playing,Knights of Pen & Paper 2,67,,14,7,0
12369,Xbox 360,role-playing,Fallout 3 - Operation: Anchorage,67,,5,7,0
12370,PC,role-playing,Last Word,67,,14,7,0
12371,PlayStation Vita,role-playing,Sword Art Online: Hollow Fragment,67,,11,7,0
12372,PC,role-playing,LEGRAND LEGACY: Tale of the Fatebounds,67,,14,7,0
12373,3DS,role-playing,The Legend of Legacy,67,,9,7,0
12374,Wii U,role-playing,Citizens of Earth,67,,6,7,0
12376,PC,role-playing,Asheron's Call 2: Legions,67,,14,7,0
12377,PC,role-playing,FORCED SHOWDOWN,67,,14,7,0
12378,PlayStation 4,role-playing,Vikings: Wolves of Midgard,67,,15,7,0
12379,PC,role-playing,Sea of Thieves,67,,14,7,0
12380,PlayStation 4,role-playing,Crystar,67,,15,7,0
12381,PlayStation 3,role-playing,Dragon Age: Origins - Leliana's Song,67,,1,7,0
12382,PlayStation 3,role-playing,Dungeon Hunter: Alliance,67,,1,7,0
12383,PlayStation 4,role-playing,Nelke & the Legendary Alchemists: Ateliers of the New World,67,,15,7,0
12384,PlayStation 4,role-playing,Katana Kami: A Way of the Samurai Story,67,,15,7,0
12386,PlayStation 4,role-playing,Unexplored: Unlocked Edition,67,,15,7,0
12387,PC,role-playing,Fallout 4: Automatron,67,,14,7,0
12388,Xbox 360,role-playing,NIER,67,,5,7,0
12390,PlayStation Vita,role-playing,Criminal Girls 2: Party Favors,67,,11,7,0
12394,PlayStation 4,role-playing,Nights of Azure,67,,15,7,0
12395,PlayStation Vita,role-playing,Ragnarok Odyssey ACE,67,,11,7,0
12397,PlayStation 4,role-playing,Nine Parchments,67,,15,7,0
12398,PC,role-playing,Outward,67,,14,7,0
12401,Switch,role-playing,The Longest Five Minutes,67,,19,7,0
12405,PlayStation 4,role-playing,Dex,67,,15,7,0
12406,PlayStation 4,role-playing,Shiness: The Lightning Kingdom,67,,15,7,0
12407,PlayStation 4,role-playing,Shining Resonance Refrain,67,,15,7,0
12408,PC,role-playing,Elex,67,,14,7,0
12410,PlayStation 3,role-playing,Ar nosurge: Ode to an Unborn Star,67,,1,7,0
12411,PlayStation 4,role-playing,Mount & Blade: Warband,67,,15,7,0
12412,PC,role-playing,Call of Cthulhu,67,,14,7,0
12414,PC,role-playing,"10,000,000",67,,14,7,0
12415,Xbox One,role-playing,Shiness: The Lightning Kingdom,67,,12,7,0
12416,PlayStation Vita,role-playing,Hyperdimension Neptunia Re;Birth2: Sisters Generation,67,,11,7,0
12417,PC,role-playing,Eschalon: Book III,67,,14,7,0
12421,3DS,role-playing,Code of Princess,67,,9,7,0
12422,PlayStation 3,role-playing,DC Universe Online,67,,1,7,0
12424,PC,role-playing,The Banner Saga: Factions,67,,14,7,0
12425,PC,role-playing,Ittle Dew,67,,14,7,0
12429,Xbox 360,role-playing,Two Worlds II,67,,5,7,0
12430,PlayStation 4,role-playing,Super Daryl Deluxe,67,,15,7,0
12431,PC,role-playing,Rogue Wizards,67,,14,7,0
12432,Wii,role-playing,Fragile Dreams: Farewell Ruins of the Moon,67,,0,7,0
12433,Switch,role-playing,LEGRAND LEGACY: Tale of the Fatebounds,67,,19,7,0
12435,PC,role-playing,Dungeon Souls,67,,14,7,0
12436,PC,role-playing,Tyranny: Bastard's Wound,67,,14,7,0
12440,PlayStation Vita,role-playing,Citizens of Earth,66,,11,7,0
12441,Xbox One,role-playing,Earthlock: Festival of Magic,66,,12,7,0
12442,Switch,role-playing,Spellspire,66,,19,7,0
12444,PC,role-playing,FIVE: Guardians of David,66,,14,7,0
12445,PlayStation 4,role-playing,Nights of Azure 2: Bride of the New Moon,66,,15,7,0
12446,Switch,role-playing,Nine Parchments,66,,19,7,0
12447,PC,role-playing,Fallen Legion+,66,,14,7,0
12448,PC,role-playing,The Lord of the Rings: War in the North,66,,14,7,0
12449,Xbox 360,role-playing,Final Fantasy XI,66,,5,7,0
12450,PC,role-playing,Dragon Age: Origins - Darkspawn Chronicles,66,,14,7,0
12451,PlayStation 4,role-playing,The Incredible Adventures of Van Helsing: Extended Edition,66,,15,7,0
12452,Xbox One,role-playing,Neverwinter,66,,12,7,0
12453,PlayStation Vita,role-playing,Adventures of Mana,66,,11,7,0
12455,PC,role-playing,Dragon Age: Origins - Leliana's Song,66,,14,7,0
12457,Xbox One,role-playing,The Incredible Adventures of Van Helsing II,66,,12,7,0
12458,Xbox 360,role-playing,The Last Remnant,66,,5,7,0
12459,PlayStation 4,role-playing,Blue Reflection,66,,15,7,0
12460,PC,role-playing,Kingdom Come: Deliverance - The Amorous Adventures of Bold Sir Hans Capon,66,,14,7,0
12461,Switch,role-playing,Megadimension Neptunia VII,66,,19,7,0
12462,PlayStation Vita,role-playing,Operation Abyss: New Tokyo Legacy,66,,11,7,0
12463,PC,role-playing,Morning's Wrath,66,,14,7,0
12465,PC,role-playing,Fairy Fencer F,66,,14,7,0
12466,Switch,role-playing,Golem Gates,66,,19,7,0
12467,Wii,role-playing,Final Fantasy Crystal Chronicles: The Crystal Bearers,66,,0,7,0
12469,Xbox One,role-playing,Manual Samuel,66,,12,7,0
12470,PlayStation Vita,role-playing,Ragnarok Odyssey,66,,11,7,0
12472,PC,role-playing,Dragon Age II: Legacy,66,,14,7,0
12473,PlayStation 3,role-playing,Atelier Meruru: The Apprentice of Arland,66,,1,7,0
12474,PlayStation 3,role-playing,Fallout: New Vegas - Honest Hearts,66,,1,7,0
12476,PC,role-playing,Dragon Age: Inquisition - The Descent,66,,14,7,0
12477,Xbox One,role-playing,Call of Cthulhu,66,,12,7,0
12478,Xbox One,role-playing,Titan Quest,66,,12,7,0
12479,Xbox One,role-playing,Vaporum,66,,12,7,0
12480,Xbox One,role-playing,Citizens of Space,66,,12,7,0
12481,PC,role-playing,Fairy Tail,66,,14,7,0
12482,Switch,role-playing,Atelier Ayesha: The Alchemist of Dusk DX,66,,19,7,0
12483,PlayStation 4,role-playing,Kingdom Hearts III - Re Mind,66,,15,7,0
12484,PC,role-playing,The Last Remnant,66,,14,7,0
12485,PlayStation 3,role-playing,Lightning Returns: Final Fantasy XIII,66,,1,7,0
12486,PC,role-playing,The Elder Scrolls V: Skyrim - Dawnguard,66,,14,7,0
